"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
qs_b_1_5,questionnaire_de_satisfaction,,radio,"Le cas échéant, l'absence d'infection au niveau des voies respiratoires supérieures m'a rassuré quant à la non-nécessité d'antibiotiques","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b1,,
qs_b_2_1,questionnaire_de_satisfaction,"2. Dans le futur, nous pourrions effectuer des études additionnelles pour évaluer comment BIOFIRE peut assister la prise en charge de l'asthme par les médecins. Selon vous, quelle devrait être l'importance accordée dans notre programme de recherche aux utilisations potentielles suivantes?",radio,"Diagnostiquer une infection des voies respiratoires supérieures","0, Pas du tout importante | 1, Pas importante | 2, Neutre | 3, Importante | 4, Très importante",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b2,,
qs_b_2_2,questionnaire_de_satisfaction,,radio,"Guider la prescription d'antibiotiques (par exemple, en cas d'infection bactérienne)","0, Pas du tout importante | 1, Pas importante | 2, Neutre | 3, Importante | 4, Très importante",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b2,,
qs_b_2_3,questionnaire_de_satisfaction,,radio,"Guider la non-prescription ou la prescription d'antibiotiques (par exemple, ne pas prescrire d'antibiotique en cas d'infection virale ou de non-infection)","0, Pas du tout importante | 1, Pas importante | 2, Neutre | 3, Importante | 4, Très importante",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b2,,
qs_comm_b,questionnaire_de_satisfaction,,notes,"3. OPTIONNEL: Si vous avez des commentaires additionnels, SVP les inscrire dans l'encadré suivant. Nous considérons tous vos commentaires pour développer d'autres études cliniques",,,,,,,"[qs_rempli_bf] = '1'",,LH,,,,
qs_rempli_ora,questionnaire_de_satisfaction," ",radio,"La section ORACLE de ce questionnaire peut-elle être remplie?","1, OUI | 0, NON",,,,,,,y,LH,,,,
qs_ora_tab,questionnaire_de_satisfaction,"PARTIE C: ORACLE et le risque modifiable des crises d'asthme
Le premier jour de votre participation à cette étude clinique, nous avons mesuré votre FeNO et un autre paramètre inflammatoire: le décompte d'éosinophiles ans votre sang (éosinophilie). Les niveaux de FeNO et d'éosinophilie étant associés au risque de crises d'asthme et à votre susceptibilité de répondre au traitement anti-inflammatoire, une échelle de risque pourrait un jour prédire votre risque ""modifiable"" de crises d'asthme.",descriptive,"<div class=""rich-text-field-label""><p>Votre professionnel de la santé a calculé un potentiel nombre de crises d'asthme pouvant être évités avec le traitement anti-inflammatoire à l'aide de ORACLE (<a href=""http://www.oraclescore.com"" target=""_blank"" rel=""noopener"">www.oraclescore.com</a>). Prenez connaissance des résultats</p> <p> </p> <table style=""border-collapse: collapse; width: 100.02%;"" border=""1""> <tbody> <tr> <td style=""width: 49.3101%; text-align: center;"">{qs_ora_crise}</td> <td style=""width: 49.3101%;""><span style=""font-weight: normal;"">Nombre annuel de crises d'asthme</span> si le traitement n'est pas changé</td> </tr> <tr> <td style=""width: 49.3101%; text-align: center;"">{qs_ora_crise_mod}</td> <td style=""width: 49.3101%;""><span style=""font-weight: normal;"">Nombre modifié</span> après optimisation du traitement anti-inflammatoire</td> </tr> <tr> <td style=""width: 49.3101%; text-align: center;"">{qs_ora_red_pour}</td> <td style=""width: 49.3101%;"">% de réduction <span style=""font-weight: normal;"">du nombre de crises d'asthme</span></td> </tr> </tbody> </table></div>",,,,,,,"[qs_rempli_ora] = '1'",,,,,,
qs_ora_interp,questionnaire_de_satisfaction,INTERPRÉTATION,descriptive,"<div class=""rich-text-field-label""><p>1-Vous avez des niveaux élevés d'inflammation et bénéficieriez donc d'une optimisation de votre traitement anti-inflammatoire.</p> <p>Si déjà traité(e) avec un bronchodilatateur beta2 à courte action (BACA) de secours, changez pour une combinaison de corticostéroïdes inhalé (CSI)-formotérol au besoin (option préféré, si possible) ou utlisez votre CSI chaque fois que le BACA est pris. Si déjà sous une combinaison CSI-bronchodiltateur au besoin, passez au prochain échelon thérapeutique:</p> <ul> <li>En asthme léger: débuter un corticostéroide inhalé à faible dose.</li> <li>En asthme modéré: augmenter la dose de CSI à dose maximale.</li> <li>En asthme modéré à sévère: initier un traitement biologique ciblant l'inflammation de type 2.</li> </ul> <p>2- Vous avez des niveaux faibles de marqueurs d'inflammation et êtes donc à faible risque de crises d'asthme. De plus, vous n'êtes pas susceptible de répondre à un traitement anti-inflammatoire au-delà d'une faible dose ou une dose au besoin de corticostéroïde inhalé (CSI)</p> <ul> <li>S'il y a des signes de syndrome obstructif persistant, considérez ajouter un bronchodilatateur.</li> <li>S'il y a des signes d'infection des voies aériennes, considérez l'azithromycine.</li> <li>Si les symptômes sont importants mais la fonction respiratoire est nomale, considérez d'autres caratéristiques traitables.</li> </ul> <p> </p></div>",,,,,,,"[qs_rempli_ora] = '1'",,,,,,
qs_ora_crise,questionnaire_de_satisfaction,,text,"Nombre de crises",,,number,,,,,,,,,,
qs_ora_crise_mod,questionnaire_de_satisfaction,,text,"Nombre  modifié",,,number,,,,,,,,,,
qs_ora_pour,questionnaire_de_satisfaction,,calc,,round([qs_ora_crise_mod]/[qs_ora_crise]*100),,,,,,,,,,,," @HIDDEN"
qs_ora_red_pour,questionnaire_de_satisfaction,,calc,,100-[qs_ora_pour],,,,,,,,,,,,
qs_ora_q1,questionnaire_de_satisfaction,"En lien avec les résultats d'ORACLE, quel est votre niveau d'accord avec les énoncés suivants:",radio,"Je comprends ce que signifie le ""nombre annuel de crises d'asthme si le traitement n'est pas changé""","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_ora] = '1'",y,,,qs_ora_quest,,
qs_ora_q2,questionnaire_de_satisfaction,,radio,"Je comprends ce que le ""nombre modifié"" après optimisation du traitement anti-inflammatoire","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_ora] = '1'",y,,,qs_ora_quest,,
qs_ora_q3,questionnaire_de_satisfaction,,radio,"Je comprends ce que signifie le ""% de réduction du nombre de crise d'asthme""","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_ora] = '1'",y,,,qs_ora_quest,,
qs_ora_q4,questionnaire_de_satisfaction,,radio,"La matrice 3x3 me permet de visualiser la potentielle modification de mon risque de crises d'Asthme après optimisation du traitement anti-inflammatoire","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_ora] = '1'",y,,,qs_ora_quest,,
qs_ora_q5,questionnaire_de_satisfaction,,radio,"Je ferai confiance à un médecin personalisant le traitement de mon asthme en fonction de mon niveau d'ainflammation, tel que suggéré par ORACLE","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_ora] = '1'",y,,,qs_ora_quest,,
qs_ora_comm,questionnaire_de_satisfaction,,notes,"OPTIONNEL: Si vous avez des commentaires additionnels, SVP les faire ci-bas. Nous considérons tous vos commentaires pour développer d'autres études cliniques/améliorer le modèle de prédiction.",,,,,,,"[qs_rempli_ora] = '1'",,LH,,,,
mrc_date,chelle_mrc5,,text,Date,,,date_ymd,,,,,,,,,,
mrc_score,chelle_mrc5,,radio,"Lequel des énoncés suivants, décrit le mieux votre état général concernant votre niveau d'essoufflement?","1, MRC 1: Je ne m'essouffle pas, sauf en cas d'effort vigoureux | 2, MRC 2: Je manque de souffle lorsque je marche rapidement sur une surface plane ou que je monte une pente légère | 3, MRC 3: Je marche plus lentement que le gens du même âge sur une surface plane car je manque de souffle ou je m'arrête pour reprendre mon souffle lorsque je marche à mon rythme | 4, MRC 4: Je m'arrête  pour reprendre mon souffle après avoir marché environ 100 verges ou après avoir marché quelques minutes sur une surface plane | 5, MRC 5: Je suis trop essoufflée pour quitter la maison ou m'essouffle lorsque je m'habille ou me déshabille",,,,,,,y,LV,,,,
acq5_date,acq5,,text,Date,,,date_ymd,,,,,,,,,,
acq5_q1,acq5,"Afin d'évaluer le contrôle de votre asthme, nous vous demandons de répondre aux 5 questions suivantes avec le plus de sincérité possible.",radio,"Au cours de la dernière semaine, combien de fois vous êtes-vous réveillé(e) durant la nuit à cause de votre asthme?","0, 0 = Jamais | 1, 1 = Presque jamais | 2, 2 = De rare fois | 3, 3 = Quelques fois | 4, 4 = De nombreuses fois | 5, 5 = De très nombreuses fois | 6, 6 = Incapable de dormir à cause de mon asthme",,,,,,,,,,,,
acq5_q2,acq5,,radio,"En général, au cours de la dernière semaine, quelle était l'intensité de vos symptômes d'asthme lorsque vous vous êtes réveillé(e) le matin?","0, 0 = Aucun symptôme | 1, 1 = Symptômes très légers | 2, 2 = Symptômes légers | 3, 3 = Symptômes modérés | 4, 4 = Symptômes assez intenses | 5, 5 = Symptômes intenses | 6, 6 = Symptômes très intenses",,,,,,,,,,,,
acq5_q3,acq5,,radio,"En général, au cours de la dernière semaine, à quel point avez-vous été limité(e) dans vos activités à cause de votre asthme?","0, 0 = Pas du tout limité(e) | 1, 1 = Très peu limité(e) | 2, 2 = Un peu limité(e) | 3, 3 = Moyennement limité(e) | 4, 4 = Très limité(e) | 5, 5 = Extrêmement limité(e) | 6, 6 = Complètement limité(e)",,,,,,,,,,,,
acq5_q4,acq5,,radio,"En général, au cours de la dernière semaine, à quel point avez-vous été essoufflé(e) à cause de votre asthme?","0, 0 = Pas du tout | 1, 1 = Un petit peu | 2, 2 = Un peu | 3, 3 = Moyennement | 4, 4 = Pas mal | 5, 5 = Beaucoup | 6, 6 = Énormément",,,,,,,,,,,,
acq5_q5,acq5,,radio,"En général, au cours de la dernière semaine, à quelle fréquence avez-vous eu une respiration sifflante?","0, 0 = Jamais | 1, 1 = Très rarement, | 2, 2 = Rarement | 3, 3 = Parfois | 4, 4 = Assez souvent | 5, 5 = Presque tout le temps | 6, 6 = Tout le temps",,,,,,,,,,,,
acq5_total,acq5,,calc,Total,[acq5_q1]+[acq5_q2]+[acq5_q3]+[acq5_q4]+[acq5_q5],,,,,,,,,,,,
acq5_moy,acq5,,calc,"Score moyen",([acq5_q1]+[acq5_q2]+[acq5_q3]+[acq5_q4]+[acq5_q5])/(5),,,,,,,,,,,,
vas_date,visual_analogue_scale_of_asthma_symptoms,,text,Date,,,date_ymd,,,,,,,,,,
vas_1,visual_analogue_scale_of_asthma_symptoms,"Quelle est l'intensité de vos symptômes en ce moment?",text,Essoufflement,,/100mm,number,0,100,,,,,,,,
vas_2,visual_analogue_scale_of_asthma_symptoms,,text,Sifflement,,/100mm,number,0,100,,,,,,,,
vas_3,visual_analogue_scale_of_asthma_symptoms,,text,"Oppression thoracique",,/100mm,number,0,100,,,,,,,,
vas_4,visual_analogue_scale_of_asthma_symptoms,,text,Toux,,/100mm,number,0,100,,,,,,,,
vas_5,visual_analogue_scale_of_asthma_symptoms,,text,"Crachats produits",,/100mm,number,0,100,,,,,,,,
vas_6,visual_analogue_scale_of_asthma_symptoms,,text,"Crachats purulence",,/100mm,number,0,100,,,,,,,,
vas_total,visual_analogue_scale_of_asthma_symptoms,,calc,TOTAL,[vas_1]+[vas_2]+[vas_3]+[vas_4]+[vas_5]+[vas_6],,,,,,,,,,,,
vas_moy,visual_analogue_scale_of_asthma_symptoms,,calc,MOYENNE,"round(([vas_1]+[vas_2]+[vas_3]+[vas_4]+[vas_5]+[vas_6])/((6)),1)",,,,,,,,,,,,
vas_q1,vas1,,slider,Question1,"0: Aucun essoufflement | 50 | 100: Pire essouflement imaginable",,number,,,,,,RH,,,,
vas_q2,vas1,,slider,"Question 2","0: Aucune respiration sifflante | 50 | 100: Pire respiration sifflante inimaginable",,number,,,,,,RH,,,,
vas_q3,vas1,,slider,"Question 3","0: Aucune oppression thoracique | 50 | 100: Pire oppression thoracique imaginable",,number,,,,,,RH,,,,
vas_q4,vas1,,slider,"Question 4","0: Aucune toux | 50 | 100: Pire toux imaginable",,number,,,,,,RH,,,,
vas_q5,vas1,,slider,"Question 5","0: Aucun crachat produit | 50 | 100: Pire quantité de crachats produite imaginable",,number,,,,,,RH,,,,
vas_q6,vas1,,slider,"Question 6","0: Aucune purulence de crachats | 50 | 100: Pire purulence de crachats imaginable",,number,,,,,,RH,,,,
vas_score_total,vas1,,calc,Total,"sum([vas_q1],[vas_q2],[vas_q3],[vas_q4],[vas_q5],[vas_q6])",,,,,,,,RH,,,,
vas_score_moy,vas1,,calc,"Moyenne (mm)","sum([vas_q1],[vas_q2],[vas_q3],[vas_q4],[vas_q5],[vas_q6])/6",,,,,,,,RH,,,,
pvcdi_q1,pittsburgh_vocal_cord_dysfunction_index,"<div class=""rich-text-field-label""><p><span style=""color: #ba372a;"">À REMPLIR PAR LE MÉDECIN</span>; Cochez les critères présents</p></div>",radio,Dysphonie,"2, 2",,,,,,,,RH,,,,
pvcdi_q2,pittsburgh_vocal_cord_dysfunction_index,,radio,"Absence de wheezing","2, 2",,,,,,,,RH,,,,
pvcdi_q3,pittsburgh_vocal_cord_dysfunction_index,,radio,"Inconfort/serrement glottique","4, 4",,,,,,,,RH,,,,
pvcdi_q4,pittsburgh_vocal_cord_dysfunction_index,,radio,"Odeurs identifiées comme déclencheur","3, 3",,,,,,,,RH,,,,
pvcdi_q5,pittsburgh_vocal_cord_dysfunction_index,,radio,Aucun,"0, 0",,,,,,,,RH,,,,
pvcdi_total,pittsburgh_vocal_cord_dysfunction_index,,calc,Total,"sum([pvcdi_q1],[pvcdi_q2],[pvcdi_q3],[pvcdi_q4],[pvcdi_q5])",,,,,,,,RH,,,,
nij_q1,questionnaire_nijmegen,"Cochez la case qui représente le mieux la fréquence de chaque symptôme (sans tenir compte de l'épisode actuel).
Très souvent (4): à tous les jours, Souvent (3): 1jour/2, Parfois (2): à toutes les semaines, Rarement (1): à tous les mois",radio,"Douleurs thoraciques","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q2,questionnaire_nijmegen,,radio,"Tension nerveuse","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q3,questionnaire_nijmegen,,radio,"Vision embrouillée","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q4,questionnaire_nijmegen,,radio,Vertiges,"0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q5,questionnaire_nijmegen,,radio,"Sensation de confusion","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q6,questionnaire_nijmegen,,radio,"Respiration accélérée ou profonde","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q7,questionnaire_nijmegen,,radio,Essoufflement,"0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q8,questionnaire_nijmegen,,radio,"Poitrine serrée","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q9,questionnaire_nijmegen,,radio,"Ballonnement abdominal","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q10,questionnaire_nijmegen,,radio,"Fourmillements dans les doigts","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q11,questionnaire_nijmegen,,radio,"Incapacité à respirer profondément","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q12,questionnaire_nijmegen,,radio,"Ankylose des bras et des doigts","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q13,questionnaire_nijmegen,,radio,"Fourmillements autour de la bouche","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q14,questionnaire_nijmegen,,radio,"Froideur des extrémités","0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q15,questionnaire_nijmegen,,radio,Palpitations,"0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_q16,questionnaire_nijmegen,,radio,Anxiété,"0, Jamais (0) | 1, Rarement (1) | 2, Parfois (2) | 3, Souvent (3) | 4, Très souvent (4)",,,,,,,,,,nij_quest,,
nij_total,questionnaire_nijmegen,,calc,Total,"sum([nij_q1],[nij_q2],[nij_q3],[nij_q4],[nij_q5],[nij_q6],[nij_q7],[nij_q8],[nij_q9],[nij_q10],[nij_q11],[nij_q12],[nij_q13],[nij_q14],[nij_q15],[nij_q16])",,,,,,,,,,,,
hads_date,questionnaire_hads,,text,Date,,,date_ymd,,,,,,,,,,
hads_anx_q1,questionnaire_hads,"Cochez la case de la réponse qui est la plus compatible avec comment vous vous êtes sentis dans la dernière semaine. Ne prenez pas trop de temps pour répondre; une réponse immédiate est la meilleure.

ANXIÉTÉ",radio,"Je me sens tendu ou énervé:","3, 3 = la plupart du temps | 2, 2 = souvent | 1, 1 = de temps en temps | 0, 0 = jamais",,,,,,,,,,,,
hads_anx_q2,questionnaire_hads,,radio,"J'ai une sensation de peur comme si quelque chose d'horrible allait m'arriver:","3, 3 = oui, très nettement | 2, 2 = oui, mais ce n'est pas grave | 1, 1 = un peu, mais cela ne m'inquiète pas | 0, 0 = pas du tout",,,,,,,,,,,,
hads_anx_q3,questionnaire_hads,,radio,"Je me fais du souci:","3, 3 =  très souvent | 2, 2 = assez souvent | 1, 1 = occasionnellement | 0, 0 = très occasionnellement",,,,,,,,,,,,
hads_anx_q4,questionnaire_hads,,radio,"Je peux rester tranquillement assis à ne rien faire et me sentir décontracté:","0, 0 = oui, quoi qu'il arrive | 1, 1 = oui, en général | 2, 2 = rarement | 3, 3 = jamais",,,,,,,,,,,,
hads_anx_q5,questionnaire_hads,,radio,"J'éprouve des sensations de peur et j'ai l'estomac noué:","0, 0 = jamais | 1, 1 = parfois | 2, 2 = assez souvent | 3, 3 = très souvent",,,,,,,,,,,,
hads_anx_q6,questionnaire_hads,,radio,"J'ai la bougeotte et n'arrive pas à tenir en place:","3, 3 =  oui, c'est tout à fait le cas | 2, 2 = un peu | 1, 1 = pas tellement | 0, 0 =  pas du tout",,,,,,,,,,,,
hads_anx_q7,questionnaire_hads,,radio,"J'éprouve des sensations soudaines de panique:","3, 3 = Vraiment très souvent | 2, 2 = Assez souvent | 1, 1 = Pas très souvent | 0, 0 = jamais",,,,,,,,,,,,
hads_anx_total,questionnaire_hads,,calc,"Total anxiété",[hads_anx_q1]+[hads_anx_q2]+[hads_anx_q3]+[hads_anx_q4]+[hads_anx_q5]+[hads_anx_q6]+[hads_anx_q7],,,,,,,,,,,,
hads_dep_q1,questionnaire_hads,DÉPRESSION,radio,"Je prends plaisir aux mêmes choses qu'autrefois:","0, 0 = oui, tout autant | 1, 1 = pas autant | 2, 2 = un peu seulement | 3, 3 = presque plus",,,,,,,,,,,,
hads_dep_q2,questionnaire_hads,,radio,"Je ris facilement et vois le bon côté des choses:","0, 0 = autant que par le passé | 1, 1 = plus autant qu'avant | 2, 2 = vraiment moins qu'avant | 3, 3 = plus du tout",,,,,,,,,,,,
hads_dep_q3,questionnaire_hads,,radio,"Je suis de bonne humeur:","3, 3 = jamais | 2, 2 = rarement | 1, 1 =  assez souvent | 0, 0 = la plupart du temps",,,,,,,,,,,,
hads_dep_q4,questionnaire_hads,,radio,"J'ai l'impression de fonctionner au ralenti:","3, 3 = presque toujours | 2, 2 = très souvent | 1, 1 = parfois | 0, 0 = jamais",,,,,,,,,,,,
hads_dep_q5,questionnaire_hads,,radio,"Je ne m'intéresse plus à mon apparence:","3, 3 = plus du tout | 2, 2 = je n'y accorde pas autant d'attention que je le devrais | 1, 1 = il se peut que je n'ay fasse plus autant d'attention | 0, 0 =  j'y prête autant d'attention que par le passé",,,,,,,,,,,,
hads_dep_q6,questionnaire_hads,,radio,"Je me réjouis d'avance à l'idée de faire certaine chose:","0, 0 = autant qu'auparavant | 1, 1 = un peu moins qu'avant | 2, 2 = bien moins qu'avant | 3, 3 = presque jamais",,,,,,,,,,,,
hads_dep_q7,questionnaire_hads,,radio,"Je peux prendre plaisir à un bon livre ou à une bonne émission radio ou de télévision:","0, 0 = souvent | 1, 1 = parfois | 2, 2 = rarement | 3, 3 = très rarement",,,,,,,,,,,,
hads_dep_total,questionnaire_hads,,calc,"Total dépression",[hads_dep_q1]+[hads_dep_q2]+[hads_dep_q3]+[hads_dep_q4]+[hads_dep_q5]+[hads_dep_q6]+[hads_dep_q7],,,,,,,,,,,,
exclusion_pt,exclusion,,radio,"EST-CE QUE LE PATIENT DOIT ÊTRE EXCLU DE L'ÉTUDE?","0, NON | 1, OUI",,,,,,,,LV,,,,
exclusion_pour,exclusion,,text,"Raison principale",,,,,,,"[exclusion_pt] = '1'",,LV,,,,
qsmd_tab,questionnaire_de_satisfaction_2,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.027%;"" border=""1""> <tbody> <tr> <td style=""width: 32.5638%; text-align: center;"">{qsmd_date}</td> <td style=""width: 32.5638%; text-align: center;"">Nom du médecin</td> <td style=""width: 32.5638%; text-align: center;"">{qsmd_nom}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
qsmd_date,questionnaire_de_satisfaction_2,,text,,,,date_ymd,,,,,,,,,,
qsmd_nom,questionnaire_de_satisfaction_2,,text,,,,,,,,,,,,,,
qsmd_rempli_bf_v2,questionnaire_de_satisfaction_2," ",radio,"La section Biofire de ce questionnaire peut-elle être remplie?","1, OUI | 0, NON",,,,,,,y,LH,,,,
qsmd_raison_bf_v2,questionnaire_de_satisfaction_2,,notes,"Précisez pourquoi",,,,,,,"[qsmd_rempli_bf_v2] = '0'",,LH,,,,
